Date,Open,High,Low,Close,Adj Close,Volume
2014-03-14,81.589996,81.919998,81.470001,81.529999,76.060745,3700
2014-03-17,82.360001,82.529999,82.209999,82.309998,76.788429,15200
2014-03-18,82.849998,82.930000,82.510002,82.709999,77.161591,19400
2014-03-19,82.900002,82.900002,81.680000,82.120003,76.611168,16000
2014-03-20,81.650002,82.089996,81.589996,81.820000,76.331299,10300
2014-03-21,82.269997,82.339996,81.559998,81.599998,76.126045,76300
2014-03-24,82.000000,82.000000,80.779999,81.230003,75.780869,8600
2014-03-25,81.629997,81.779999,80.779999,81.220001,75.771545,27500
2014-03-26,81.930000,81.940002,81.209999,81.209999,75.762207,6900
2014-03-27,81.389999,81.389999,80.730003,80.930000,75.500992,23800
2014-03-28,81.559998,81.889999,81.410004,81.470001,76.004776,9700
2014-03-31,81.900002,82.309998,81.879997,82.080002,76.573845,13300
2014-04-01,82.900002,82.970001,82.760002,82.959999,77.394814,88300
2014-04-02,83.150002,83.449997,83.150002,83.339996,77.749329,3900
2014-04-03,83.559998,83.559998,82.970001,83.199997,77.618713,5100
2014-04-04,83.500000,83.500000,82.040001,82.139999,76.629829,6800
2014-04-07,81.989998,81.989998,80.570000,81.080002,75.640938,7100
2014-04-08,80.629997,81.260002,80.459999,81.080002,75.640938,18000
2014-04-09,81.889999,82.320000,81.410004,82.320000,76.797745,5900
2014-04-10,81.989998,81.989998,80.389999,80.389999,74.997231,15600
2014-04-11,80.000000,80.320000,79.440002,79.610001,74.269554,22600
2014-04-14,80.059998,80.500000,79.559998,80.040001,74.670700,27500
2014-04-15,79.930000,80.180000,79.010002,79.959999,74.596062,105700
2014-04-16,80.830002,81.209999,80.510002,81.209999,75.762207,16600
2014-04-17,80.959999,81.580002,80.860001,81.349998,75.892822,20700
2014-04-21,81.209999,81.620003,81.209999,81.620003,76.144714,85500
2014-04-22,81.720001,82.269997,81.720001,82.239998,76.723114,11000
2014-04-23,82.070000,82.550003,81.629997,81.720001,76.237991,21300
2014-04-24,81.750000,81.949997,81.260002,81.949997,76.452576,19800
2014-04-25,81.889999,81.889999,80.879997,80.879997,75.454338,5300
2014-04-28,81.080002,81.339996,80.269997,80.629997,75.221123,10500
2014-04-29,80.889999,81.199997,80.750000,81.129997,75.687576,6700
2014-04-30,81.099998,81.349998,80.730003,81.230003,75.780869,26900
2014-05-01,81.419998,81.860001,81.400002,81.470001,76.004776,9600
2014-05-02,81.760002,81.860001,81.430000,81.610001,76.135376,5000
2014-05-05,80.889999,81.559998,80.889999,81.459999,75.995445,17100
2014-05-06,81.279999,81.300003,80.730003,80.739998,75.323738,7900
2014-05-07,81.050003,81.080002,80.139999,80.669998,75.258430,17300
2014-05-08,80.690002,81.150002,80.309998,80.400002,75.006538,13400
2014-05-09,80.480003,80.949997,80.290001,80.820000,75.398369,40300
2014-05-12,81.010002,81.739998,81.010002,81.739998,76.256660,40800
2014-05-13,81.790001,81.839996,81.510002,81.629997,76.154037,3800
2014-05-14,81.559998,81.589996,80.989998,81.010002,75.575638,5300
2014-05-15,80.800003,80.800003,80.139999,80.599998,75.193130,8500
2014-05-16,80.360001,80.980003,80.250000,80.839996,75.417046,4600
2014-05-19,80.730003,81.290001,80.650002,81.290001,75.836838,9600
2014-05-20,80.959999,81.070000,80.360001,80.650002,75.239777,5900
2014-05-21,80.930000,81.620003,80.690002,81.620003,76.144714,7100
