Date,Open,High,Low,Close,Adj Close,Volume
2014-03-14,98.720001,99.290001,98.489998,98.629997,90.180847,120700
2014-03-17,99.269997,100.169998,99.269997,99.849998,91.296341,123000
2014-03-18,100.010002,100.610001,100.010002,100.430000,91.826645,98500
2014-03-19,100.599998,100.599998,98.970001,99.589996,91.058601,97700
2014-03-20,99.449997,99.800003,99.040001,99.720001,91.177475,92000
2014-03-21,100.220001,100.599998,99.660004,99.779999,91.232323,99800
2014-03-24,100.019997,100.169998,98.709999,99.339996,90.830017,150600
2014-03-25,99.900002,100.440002,99.540001,100.029999,91.460930,88600
2014-03-26,100.550003,100.650002,98.910004,98.910004,90.436859,266500
2014-03-27,98.690002,98.989998,98.080002,98.639999,90.189995,99700
2014-03-28,98.820000,99.849998,98.820000,99.339996,90.830017,221200
2014-03-31,99.750000,100.720001,99.750000,100.589996,91.972946,251100
2014-04-01,100.970001,101.510002,100.820000,101.400002,92.713570,628800
2014-04-02,101.400002,102.190002,101.400002,102.129997,93.381020,251400
2014-04-03,102.250000,102.379997,101.690002,102.050003,93.307884,105100
2014-04-04,102.519997,102.790001,100.519997,100.720001,92.091805,155600
2014-04-07,100.449997,100.769997,98.940002,99.230003,90.729454,161600
2014-04-08,99.019997,99.570000,98.470001,99.290001,90.784317,245200
2014-04-09,99.550003,100.690002,99.400002,100.660004,92.036949,100500
2014-04-10,100.699997,100.760002,98.529999,98.680000,90.226570,123600
2014-04-11,97.750000,98.720001,97.480003,97.610001,89.248230,223400
2014-04-14,98.300003,98.629997,97.260002,98.089996,89.687103,113400
2014-04-15,98.199997,98.870003,97.089996,98.660004,90.208275,112200
2014-04-16,99.169998,100.250000,99.169998,100.239998,91.652924,118800
2014-04-17,100.470001,101.379997,100.370003,101.089996,92.430107,101400
2014-04-21,101.129997,101.500000,100.720001,101.419998,92.731827,125600
2014-04-22,101.519997,102.199997,101.519997,101.660004,92.951286,88500
2014-04-23,101.900002,102.160004,101.779999,101.910004,93.179871,73700
2014-04-24,102.360001,102.360001,101.199997,101.639999,92.933006,125700
2014-04-25,101.320000,101.470001,100.379997,100.559998,91.945503,180700
2014-04-28,101.010002,101.220001,99.440002,100.489998,91.881508,116900
2014-04-29,100.919998,100.919998,100.139999,100.800003,92.164955,129900
2014-04-30,100.750000,101.580002,100.580002,101.510002,92.814133,75000
2014-05-01,101.400002,101.860001,100.910004,101.320000,92.640411,111200
2014-05-02,101.379997,102.010002,101.239998,101.339996,92.658684,80000
2014-05-05,100.919998,101.540001,100.459999,101.389999,92.704414,85700
2014-05-06,101.099998,101.220001,100.489998,100.550003,91.936378,81300
2014-05-07,100.800003,101.300003,100.110001,101.260002,92.585556,232000
2014-05-08,101.239998,101.959999,100.870003,101.139999,92.475830,112100
2014-05-09,100.989998,101.320000,100.599998,101.279999,92.603828,68100
2014-05-12,101.750000,103.019997,101.709999,102.970001,94.149048,79700
2014-05-13,103.160004,103.360001,102.919998,102.980003,94.158203,80400
2014-05-14,102.970001,102.970001,101.860001,102.010002,93.271309,93600
2014-05-15,101.639999,101.730003,100.300003,101.029999,92.375244,102700
2014-05-16,101.230003,101.269997,100.699997,101.269997,92.594688,69900
2014-05-19,100.919998,101.870003,100.889999,101.820000,93.097572,189500
2014-05-20,101.680000,101.680000,100.029999,100.389999,91.790070,114600
2014-05-21,100.690002,101.260002,100.690002,101.209999,92.539825,79700
2014-05-22,101.279999,101.800003,101.070000,101.570000,92.868996,63600
