Date,Open,High,Low,Close,Adj Close,Volume
2014-03-14,38.275002,38.660000,38.275002,38.660000,38.343304,3000
2014-03-17,38.955002,39.389999,38.955002,39.240002,38.918552,6600
2014-03-18,39.424999,39.485001,39.235001,39.355000,39.032612,3200
2014-03-19,39.480000,39.480000,38.575001,38.575001,38.258999,4600
2014-03-20,38.575001,38.575001,38.575001,38.575001,38.258999,0
2014-03-21,39.474998,39.474998,38.730000,38.730000,38.412735,4600
2014-03-24,38.630001,38.630001,37.645000,37.820000,37.510178,5000
2014-03-25,38.220001,38.220001,37.599998,37.599998,37.291981,2200
2014-03-26,38.035000,38.035000,37.939999,37.939999,37.629700,800
2014-03-27,37.605000,37.605000,36.275002,36.490002,36.191570,4000
2014-03-28,36.945000,37.009998,36.945000,37.009998,36.707306,4600
2014-03-31,37.185001,37.779999,37.185001,37.570000,37.262718,13600
2014-04-01,37.750000,38.435001,37.750000,38.424999,38.110737,3400
2014-04-02,38.750000,38.994999,38.750000,38.994999,38.676075,1200
2014-04-03,38.994999,38.994999,38.994999,38.994999,38.676075,0
2014-04-04,38.654999,38.669998,37.935001,37.935001,37.624748,2000
2014-04-07,36.794998,36.865002,35.770000,35.900002,35.606392,8000
2014-04-08,35.910000,36.520000,35.910000,36.520000,36.221310,1400
2014-04-09,36.645000,36.834999,36.645000,36.834999,36.533733,600
2014-04-10,36.500000,36.500000,35.455002,35.730000,35.437775,24200
2014-04-11,35.060001,35.169998,34.695000,34.695000,34.411240,9600
2014-04-14,34.720001,35.480000,34.720001,34.950001,34.664154,13800
2014-04-15,34.974998,35.060001,34.264999,34.590000,34.307102,5000
2014-04-16,35.549999,36.000000,35.549999,36.000000,35.705566,6000
2014-04-17,36.349998,36.439999,36.275002,36.275002,35.978321,3400
2014-04-21,36.525002,36.525002,36.165001,36.389999,36.092388,5400
2014-04-22,36.584999,37.224998,36.584999,37.080002,36.776745,3400
2014-04-23,37.125000,37.230000,37.125000,37.174999,36.870956,1600
2014-04-24,37.174999,37.174999,37.174999,37.174999,36.870956,0
2014-04-25,37.174999,37.174999,37.174999,37.174999,36.870956,0
2014-04-28,36.154999,36.404999,35.145000,36.099998,35.804749,6800
2014-04-29,35.895000,36.330002,35.740002,36.330002,36.032875,31200
2014-04-30,36.330002,36.330002,36.330002,36.330002,36.032875,0
2014-05-01,36.880001,37.000000,36.685001,36.685001,36.384968,13600
2014-05-02,37.240002,37.250000,36.980000,36.980000,36.677551,1400
2014-05-05,36.299999,36.750000,36.299999,36.750000,36.449432,1800
2014-05-06,36.990002,36.990002,36.165001,36.165001,35.869221,8000
2014-05-07,36.165001,36.165001,36.165001,36.165001,35.869221,0
2014-05-08,36.779999,36.779999,35.930000,35.930000,35.636143,1600
2014-05-09,35.849998,36.075001,35.770000,35.770000,35.477448,1200
2014-05-12,37.000000,37.509998,36.924999,37.509998,37.203217,3400
2014-05-13,37.410000,37.410000,37.410000,37.410000,37.104031,800
2014-05-14,36.654999,36.654999,36.654999,36.654999,36.355209,400
2014-05-15,35.575001,35.955002,35.430000,35.430000,35.140228,2800
2014-05-16,36.000000,36.014999,35.980000,35.980000,35.685734,2000
2014-05-19,36.520000,36.845001,36.520000,36.750000,36.449432,3400
2014-05-20,36.630001,36.630001,36.055000,36.115002,35.819626,3600
